paper_id,claim,cause,effect,type_of_relationship,sign_of_impact,is_main_contribution,statistical_significance,causal_inference_method,sources_of_exogenous_variation,level_of_tentativeness,evidence_method_other_description,evidence
W1168380530,Maternal Secondary Education -> Number of Children Born,Maternal Secondary Education,Number of Children Born,direct effect,null_effect,False,p>0.1,IV,Age-specific exposure to Zimbabwe's 1980 secondary school expansion reforms (being 13 years of age or younger in 1980),tentative,NA,"The middle panel of Column 2 in Table 6 shows that schooling also has an impact on the number of children born (including children that eventually die); however, this result is not statistically significant for women close to the end of their fertile cycle (35 years), though the magnitude is similar. We interpret this result with some caution since this is not robust to polynomials in age, the results of which are shown in Appendix Table A3. As seen in Fig. 3, there appears to be little evidence of a strong trend break in number of children in the reduced form."
W1168380530,Maternal Secondary Education -> Use of Modern Contraception,Maternal Secondary Education,Use of Modern Contraception,direct effect,positive,False,0.05<=p<0.1,IV,Age-specific exposure to Zimbabwe's 1980 secondary school expansion reforms (being 13 years of age or younger in 1980),tentative,NA,"In Table 7, we found a small effect of increased education on the use of modern contraception that was only significant at the 10% level. [...] Table 7 shows Years of education coefficient on Use modern contraception is 0.038* (0.022)."
W1168380530,Maternal Secondary Education -> Urban Location,Maternal Secondary Education,Urban Location,direct effect,positive,False,0.01<=p<0.05,IV,Age-specific exposure to Zimbabwe's 1980 secondary school expansion reforms (being 13 years of age or younger in 1980),tentative,NA,"In the lower half of Table 7, we examine economic outcomes of the mother and find that asset ownership, urban location, and probability of working are higher for the more educated. [...] Table 7 shows Years of education coefficient on Urban location is 0.030** (0.013)."
W1168380530,Maternal Secondary Education -> Educational Attainment Gap Between Spouses,Maternal Secondary Education,Educational Attainment Gap Between Spouses,direct effect,negative,False,NA,IV,Age-specific exposure to Zimbabwe's 1980 secondary school expansion reforms (being 13 years of age or younger in 1980),certain,NA,"The bottom-right graph in Fig. 5 shows that, consistent with this idea, the most significant change among couples wherein the woman is below 14 or 15 in 1980 is the difference in educational attainment between husbands and wives. Women who experienced increased schooling have a smaller gap in educational attainment compared to women who were too old to take advantage of the reforms."
W1168380530,Maternal Secondary Education -> Smoking Behavior,Maternal Secondary Education,Smoking Behavior,direct effect,null_effect,False,p>0.1,IV,Age-specific exposure to Zimbabwe's 1980 secondary school expansion reforms (being 13 years of age or younger in 1980),certain,NA,"We then examine outcomes such as female empowerment (see Section 2 and Appendix A on how this variable is created), opinions on domestic violence and risky behavior (smoking) in Table 7, and we find very little evidence that schooling plays an important role in affecting these outcomes. [...] Table 7 shows Years of education coefficient on Smoking of any kind is 0.002 (0.005)."
W1154618620,Wal-Mart Supercenter presence -> Body Mass Index,Wal-Mart Supercenter presence,Body Mass Index,direct effect,positive,False,NA,IV,Interaction of distance from corporate headquarters and time as an instrument for the opening of a Wal-Mart store,certain,NA,"The IV models in Courtemanche and Carden (2011), which use an interaction of distance from corporate headquarters and time as an instrument for the opening of a Wal-Mart store, suggest that an additional Wal-Mart Supercenter per 100,000 residents increases local BMI by 0.24 units, and increases the risk of obesity by 2.3% points, which seems large."
W1154618620,Wal-Mart Supercenter presence -> Obesity risk,Wal-Mart Supercenter presence,Obesity risk,direct effect,positive,False,NA,IV,Interaction of distance from corporate headquarters and time as an instrument for the opening of a Wal-Mart store,certain,NA,"The IV models in Courtemanche and Carden (2011), which use an interaction of distance from corporate headquarters and time as an instrument for the opening of a Wal-Mart store, suggest that an additional Wal-Mart Supercenter per 100,000 residents increases local BMI by 0.24 units, and increases the risk of obesity by 2.3% points, which seems large."
W1154618620,School proximity to fast food restaurants -> Student obesity prevalence,School proximity to fast food restaurants,Student obesity prevalence,direct effect,positive,False,NA,Other,NA,tentative,Other,"The authors compare students whose schools are within 0.1 mile, to those whose schools are within 0.25 mile, of a fast food restaurant and find that students whose school is closer to a fast food restaurant have a prevalence of obesity (defined using body fat) that is 1.7% points (5.2%) higher. They estimate that this is consistent with an additional 30–100 calories consumed per school day, which seems large as an intention to treat estimate – the number of additional calories consumed by the children who actually eat at the fast food restaurant that day must be much larger, especially when one allows for some degree of offsetting behavior (eating less at other times of day as a result)."
W1154618620,National School Lunch Program participation -> Obesity likelihood,National School Lunch Program participation,Obesity likelihood,direct effect,positive,False,NA,RDD,Family income threshold at 185% of the Federal Poverty Line for school lunch eligibility,certain,NA,"Schanzenbach (2009) estimates a regression discontinuity model that compares children whose family income is just below 185% of the Federal Poverty Line (and who thus are eligible for subsidized school lunches) to those whose family income is just above that threshold (who must pay full price for a school lunch). [...] Dividing the estimated impact of eligibility on weight outcomes by the estimated increase in school lunch take-up around the threshold, Schanzenbach estimates that school lunch increases the likelihood of obesity by 43% by the end of first grade. (A Wald estimator calculated using the mean difference in lunch eating rates on either side of the subsidy cutoff implies that school lunch increases the risk of obesity by less – 20%.)"
W1154618620,SNAP participation -> Overweight and obesity probability among women,SNAP participation,Overweight and obesity probability among women,direct effect,positive,False,NA,IV,State-level outreach program expenditures for SNAP,certain,NA,"Meyerhoefer and Pylypchuk (2008) investigate the relationship between SNAP receipt and obesity using the Medical Expenditure Panel Survey. In order to account for non-random selection into SNAP they incorporate instruments that measure state-level outreach program expenditures for SNAP into a discrete factor model that controls for unobserved heterogeneity. They find no relationship between SNAP receipt and obesity among men, but their estimates suggest that SNAP participation raises the probability of overweight and obesity by 5.9% among women."
W1154618620,Income -> Weight among low-income women,Income,Weight among low-income women,direct effect,positive,False,0.01<=p<0.05,IV,Variation across states and over time in the generosity of the maximum EITC benefit,certain,NA,"Schmeiser (2009) takes advantage of a significant expansion in the Earned Income Tax Credit during the 1990s and uses variation across states and over time in the generosity of the maximum EITC benefit as an instrument for income among families eligible for the EITC. He cannot reject the null hypothesis of no effect of income on weight for men, but finds a modest but statistically significant effect for women, for whom an additional $1000 of income per year was associated with an increase in weight of roughly one pound."
W1154618620,Income -> BMI among low-income adolescents,Income,BMI among low-income adolescents,direct effect,positive,False,NA,Other,Casino profit payments to Eastern Band of Cherokee Indians members,certain,Other,"Akee et al. (2013) estimate the impact of income on adolescent weight using payments made by the Eastern Band of Cherokee Indians to their members in western North Carolina. Every six months, the tribe pays a share of casino profits to each member; the payments have averaged $4000 per year, are tax free, and raise income by an average of 40% in households with two tribal members. [...] The authors find evidence of the non-linearity of weight in income; the payments increase BMI among adolescents from low-income households but have no impact on weight for adolescents in higher-income households."
W1154618620,Income -> Obesity risk among adults in developing countries,Income,Obesity risk among adults in developing countries,direct effect,positive,False,NA,RCT,Randomized year of program incorporation in conditional income transfer program in Mexico,tentative,NA,"In a conditional income transfer program in Mexico, families spent an average of 70% of the cash transfer on what the authors describe as 'better quality calories': meat, fruits, and vegetables (Fernald et al., 2008a). The estimated impact of the income transfers on weight (measured using variation in payments due to randomized year of program incorporation but also on family demographic structure which may bias the results) differed for adults and children. For adults, a doubling of payments raised the risk of obesity in adults by 41% (Fernald et al., 2008a)"
W1154618620,Education -> BMI among women,Education,BMI among women,direct effect,negative,False,NA,IV,Changes in compulsory schooling laws during the 1960s and 1970s that raised the minimum school-leaving age,certain,NA,"Brunello et al. (2013) exploit changes in compulsory schooling laws during the 1960s and 1970s that raised the minimum school-leaving age by 1–3 years, pooling data from several European countries (9 for females and 7 for males). The IV models indicate that they cannot reject the null hypothesis of no impact of schooling on BMI for men. However, the IV models for women suggest that years of schooling lowers BMI of females; an increase in schooling of 10% (slightly more than 1 additional year) reduces women's average BMI by 1.84% and the prevalence of obesity by 1.85% points (14.83%)."
W1154618620,Education -> Obesity risk among women,Education,Obesity risk among women,direct effect,negative,False,NA,IV,Changes in compulsory schooling laws during the 1960s and 1970s that raised the minimum school-leaving age,certain,NA,"Brunello et al. (2013) exploit changes in compulsory schooling laws during the 1960s and 1970s that raised the minimum school-leaving age by 1–3 years, pooling data from several European countries (9 for females and 7 for males). The IV models indicate that they cannot reject the null hypothesis of no impact of schooling on BMI for men. However, the IV models for women suggest that years of schooling lowers BMI of females; an increase in schooling of 10% (slightly more than 1 additional year) reduces women's average BMI by 1.84% and the prevalence of obesity by 1.85% points (14.83%)."
W1154618620,Education -> BMI among men,Education,BMI among men,direct effect,negative,False,NA,IV,Changes in compulsory schooling laws,certain,NA,"Kemptner et al. (2011) uses changes in compulsory schooling laws as an instrument and finds that, for men, an additional year of schooling lowers BMI by 0.3 units and lowers the risk of obesity by 3.0% points."
W1154618620,Education -> Obesity risk among men,Education,Obesity risk among men,direct effect,negative,False,NA,IV,Changes in compulsory schooling laws,certain,NA,"Kemptner et al. (2011) uses changes in compulsory schooling laws as an instrument and finds that, for men, an additional year of schooling lowers BMI by 0.3 units and lowers the risk of obesity by 3.0% points."
W1154618620,Head Start participation -> Youth obesity probability,Head Start participation,Youth obesity probability,direct effect,negative,False,NA,RDD,"Discontinuities across family size, family structure, state, and year in income eligibility for Head Start",certain,NA,"Carneiro and Ginja (2014) estimate a fuzzy regression discontinuity model that exploits a number of discontinuities across family size, family structure, state, and year in income eligibility for Head Start. Examining data on boys in the Children of the National Longitudinal Survey of Youth, 1979 Cohort, they find that participating in Head Start between the ages of 3 and 5 years reduces the probability of obesity at ages 12–13 by 29% and has no impact on the probability of obesity at ages 16–17. The effect at ages 12–13 seems to be concentrated among African-American boys."
W1154618620,Full-day Head Start -> Youth obesity,Full-day Head Start,Youth obesity,direct effect,negative,False,NA,IV,Unanticipated cancelation of grant funding full-day Head Start due to statewide budget cuts,tentative,NA,"Frisvold and Lumeng (2011) identify the impact of full-day versus half-day Head Start for youth, exploiting the natural experiment of an unanticipated cancelation, due to statewide budget cuts to education, of a grant that funded full-day Head Start. They examine five years of data from one Head Start program in Michigan that include multiple measurements of weight and height for each child (N = 1532). Their IV estimates indicate that full-day (compared to half-day) Head Start decreases youth obesity by 17.6% points. This may be implausibly large, but Hausman tests indicate that their non-IV model is preferred; that model implies a 4% point reduction in obesity, which the authors estimate could be explained by a reduction in consumption of 20 calories per day."
W1154618620,Unemployment rate -> Obesity probability,Unemployment rate,Obesity probability,direct effect,negative,False,NA,Fixed Effects Models,Variation in the employment rate within states over time,certain,NA,"Ruhm (2005) tested whether the state employment rate was associated with excess weight and physical inactivity. Reducedform models were estimated under the assumption that changes in local unemployment rates are exogenous; the models control for state, month, and year fixed effects, and thus identification comes from variation in the employment rate within states over time, relative to the corresponding changes in other states. Results of these models, estimated using data from the Behavioral Risk Factor Surveillance System (BRFSS) for 1987–2000, are consistent with Ruhm's general findings that 'good times make you sick' and there is 'healthy living in hard times.' In models that exclude employment status and income (and thus allow the effect of the employment rate to operate through changes in those variables), a 1% point decrease in the employment rate is estimated to reduce the probability of obesity by 0.73% points and to decrease the probability of physical inactivity by 0.21% points."
W1154618620,Unemployment rate -> Obesity probability among African-American men,Unemployment rate,Obesity probability among African-American men,direct effect,positive,False,NA,Fixed Effects Models,MSA-level unemployment rate variation,certain,NA,"Charles and DeCicca (2008) find evidence that it is procyclical, with this relationship concentrated among the economically vulnerable. Because they examine MSA-level unemployment rates instead of state-level employment rates, they have to exclude those living outside of large MSAs from their sample of men in the National Health Interview Survey for 1997–2001. Estimating models by race, they find that a 1% point increase in the unemployment rate leads to a 2.2% point increase in the probability of obesity for African-American men, with smaller and statistically insignificant changes in the probability of obesity for Hispanic and White men."
W1154618620,Unemployment rate -> Overweight probability among teenage boys,Unemployment rate,Overweight probability among teenage boys,direct effect,negative,False,NA,Fixed Effects Models,State unemployment rate variation over time,certain,NA,"Arkes (2009) studies the impact of the macroeconomy on the weight of young adults (aged 15–18 years) in the National Longitudinal Survey of Youth, 1997 Cohort, for 1997–2004. Arkes (2009) estimates models similar to those of Ruhm (2000) and finds that male teenagers gain weight in strong macroeconomic times, but female teenagers do the opposite – they gain weight during macroeconomic downturns. A 1% point increase in the state unemployment rate is associated with a 1.3% point lower probability that a teenage boy is overweight and a 1.8% point higher probability that a teenage girl is overweight."
W1154618620,Unemployment rate -> Overweight probability among teenage girls,Unemployment rate,Overweight probability among teenage girls,direct effect,positive,False,NA,Fixed Effects Models,State unemployment rate variation over time,certain,NA,"Arkes (2009) studies the impact of the macroeconomy on the weight of young adults (aged 15–18 years) in the National Longitudinal Survey of Youth, 1997 Cohort, for 1997–2004. Arkes (2009) estimates models similar to those of Ruhm (2000) and finds that male teenagers gain weight in strong macroeconomic times, but female teenagers do the opposite – they gain weight during macroeconomic downturns. A 1% point increase in the state unemployment rate is associated with a 1.3% point lower probability that a teenage boy is overweight and a 1.8% point higher probability that a teenage girl is overweight."
W1154618620,Job loss -> BMI among economically vulnerable individuals,Job loss,BMI among economically vulnerable individuals,direct effect,positive,False,p<0.01,Other,Business closure as exogenous source of job loss,certain,Other,"Deb et al. (2011) identify the impact of job loss using respondent reports of whether they lost their job because the business closed; the rationale is that a firm shutdown is more exogenously determined than the job separation of individuals. They utilize data on middle-aged and elderly Americans in the Health and Retirement Study, 1992–2008. Speculating that there may be important heterogeneity in people's response to job loss, they estimate a finite mixture model. They find that the first latent component 84% of the sample) had small but statistically insignificant decreases in BMI, but the second latent component (16% of the sample) had large and statistically significant increases in BMI, after business closure. In this second group, job loss resulted in a gain of one BMI unit, or roughly 7 pounds for a man of average height. People in this second, more affected, component differed from those in the first in that they were 22% more likely to be obese, and were more likely to be female, lower-income, less educated, and middle-aged rather than elderly."
W1154618620,Peer baseline weight -> Weight gain among female college freshmen,Peer baseline weight,Weight gain among female college freshmen,direct effect,positive,False,0.01<=p<0.05,Other,Randomization of freshman roommates at universities,certain,Other,"Yakusheva et al. (2014) identify peer effects by exploiting the randomization of freshman roommates at two universities. Following the literature that defines the roommate receiving influence as the ego and the roommate doing the influencing as the alter, they estimate the influence of the alter's weight at baseline (just before freshman year) on the change in weight of the ego during freshman year; the model also controls for a complete set of indicator variables for all possible combinations of the factors used by the administration to make roommate assignments (such as preferred area of campus and smoking status). Results from these models are consistent with a significant positive peer effect on weight for females; for every standard deviation increase in the baseline weight of the alter, the ego gains an additional 0.8 pounds during freshman year (compared to an average freshman year weight gain of 2.4 pounds). They cannot reject the null hypothesis of no peer effects on weight for males."
W1154618620,Moving to low-poverty neighborhood -> Obesity probability among women,Moving to low-poverty neighborhood,Obesity probability among women,direct effect,negative,False,NA,RCT,Random assignment to housing voucher groups in Moving to Opportunity program,certain,NA,"Kling et al. (2007) and Ludwig et al. (2011) examine the effect of the Moving to Opportunity program on weight. From 1994 to 1998, the U.S. Department of Housing and Urban Development randomized nearly 4500 women with children who were living in public housing in high-poverty urban census tracts in five major U.S. cities to one of three groups: one received housing vouchers that were redeemable only if they moved to a low-poverty census tract, a second received the unrestricted traditional Section 8 housing vouchers and a third received neither of these opportunities. In 2002, an average of 5 years after random assignment, the researchers collected data on self-reported weight. For adults, the effect of Intention to Treat was that the group offered the lowpoverty vouchers was 4.8% points less likely to be obese than the control group; assuming that there was no effect on those who did not use the voucher to move, the effect of Treatment on the Treated was a 10.3% point reduction in the probability of obesity (Kling et al., 2007)."
W1154618620,Moving to low-poverty neighborhood -> Morbid obesity probability,Moving to low-poverty neighborhood,Morbid obesity probability,direct effect,negative,False,NA,RCT,Random assignment to housing voucher groups in Moving to Opportunity program,certain,NA,"The researchers conducted another follow-up in 2008–2010, an average of 12.6 years after randomization, and this time measured the respondents' weight, height, and tested their blood for diabetes. Ludwig et al. (2011) estimate that the effect of Intention to Treat was that the group offered low-poverty vouchers were 4.61% points (13.0%) less likely to have a BMI ≥ 35, 3.38% points (19.1%) less likely to have a BMI ≥ 40, and were 4.31% points (21.6%) less likely to have diabetes."
W1154618620,Moving to low-poverty neighborhood -> Diabetes probability,Moving to low-poverty neighborhood,Diabetes probability,direct effect,negative,False,NA,RCT,Random assignment to housing voucher groups in Moving to Opportunity program,certain,NA,"The researchers conducted another follow-up in 2008–2010, an average of 12.6 years after randomization, and this time measured the respondents' weight, height, and tested their blood for diabetes. Ludwig et al. (2011) estimate that the effect of Intention to Treat was that the group offered low-poverty vouchers were 4.61% points (13.0%) less likely to have a BMI ≥ 35, 3.38% points (19.1%) less likely to have a BMI ≥ 40, and were 4.31% points (21.6%) less likely to have diabetes."
W1154618620,Peer fitness level -> Physical fitness score,Peer fitness level,Physical fitness score,direct effect,positive,False,NA,Other,Randomized assignment of students to squadrons at U.S. Air Force Academy,certain,Other,"Carrell et al. (2011) exploits the randomized assignment of students at the U.S. Air Force Academy to squadrons (groups of 30 with whom cadets spend most of their time) to test whether being assigned to a squadron of alters who were less fit during high school affects two important outcomes: the cadet's physical education score that semester and whether the cadet failed the Academy's physical fitness requirements. Using a sample that is unusually large for this topic (over 13,000), they regress the ego's outcomes on the average high school fitness scores of the rest of the squadron (the alters). The results indicate that a one standard deviation increase in the high school fitness scores of all peers in the group raises the ego's college fitness score by 0.165 of a standard deviation; this is large – roughly 40% as strong as the effect of the ego's own high school fitness."
W1154618620,Peer fitness level -> Physical fitness test failure probability,Peer fitness level,Physical fitness test failure probability,direct effect,negative,False,NA,Other,Randomized assignment of students to squadrons at U.S. Air Force Academy,certain,Other,"A one standard deviation increase in the high school fitness scores of all peers in the group also lowers the probability that the ego fails the college fitness test by 4.7% points; this is even larger, approximately 70% as strong as the effect of the ego's own high school fitness."
W1154618620,Obesity -> Wages among white women,Obesity,Wages among white women,direct effect,negative,False,NA,IV,BMI of adult biological sibling as instrument for respondent BMI,certain,NA,"Cawley (2004) exploits the heritable component of weight by using the BMI of an adult biological sibling as an instrument for the BMI of the respondent. [...] Estimating IV models using data from the National Longitudinal Survey of Youth, 1979 Cohort, for 1981–2000, Cawley (2004) finds that the effect of weight on wages varies by race and gender, with the greatest impact on white females, for whom an additional 10 pounds lowers wages by 2.8%."
W1154618620,BMI -> Wages among women,BMI,Wages among women,direct effect,negative,False,NA,IV,BMI of biological relatives as instrument,certain,NA,"Brunello and D'Hombres (2007) apply the method to data for nine countries in the European Community Household Panel; their IV models indicate that weight lowers wages for women in Italy, Portugal and Finland, and for men in Italy, Spain, Austria, and Ireland; some of the null results may be due to the very small samples in each country (485–5355). When they pool the data on all nine countries, their IV models indicate that a 10% increase in BMI reduces the wages of females by 1.86% and males by 3.27%."
W1154618620,BMI -> Wages among men,BMI,Wages among men,direct effect,negative,False,NA,IV,BMI of biological relatives as instrument,certain,NA,"Brunello and D'Hombres (2007) apply the method to data for nine countries in the European Community Household Panel; their IV models indicate that weight lowers wages for women in Italy, Portugal and Finland, and for men in Italy, Spain, Austria, and Ireland; some of the null results may be due to the very small samples in each country (485–5355). When they pool the data on all nine countries, their IV models indicate that a 10% increase in BMI reduces the wages of females by 1.86% and males by 3.27%."
W1154618620,Obesity -> Job interview callback probability,Obesity,Job interview callback probability,direct effect,negative,False,p<0.01,RCT,Computer manipulation of applicant photos to appear obese,certain,NA,"Rooth (2009) tested for discrimination against obese job applicants by submitting fictitious job applications to 989 real job openings in urban Sweden. The applications were sent in pairs, with resumes created to be as identical as possible without arousing employer suspicion. Each of the applications included a photo of the applicant, which is a common practice in Sweden. The paired applicants were chosen to be as identical as possible (with respect to hair color, hair length, smile, and overall attractiveness), but the photo for one of the two was manipulated using computer software to make the individual appear obese. The study estimates that the obese applicant was significantly less likely to be contacted for a job interview than the other member of the pair; this disadvantage equaled 8% points for women and 6% points for men."
W1154618620,Obesity -> Annual medical care costs,Obesity,Annual medical care costs,direct effect,positive,False,NA,IV,BMI and BMI squared of biological child as instrument for respondent obesity,certain,NA,"Cawley and Meyerhoefer (2012) and Cawley et al. (2015) estimate IV two-part models of medical expenditures using data from the Medical Expenditure Panel Survey. The IV model exploits the heritable component of weight by instrumenting for respondent obesity using the BMI and BMI squared of a biological child. The models indicate that in 2010 obesity raised annual medical care costs by $3508 (in 2010 dollars); however, the effects of BMI on medical care costs are highly non-linear (Cawley et al., 2015)."
W1154618620,BMI -> Medical care costs,BMI,Medical care costs,direct effect,u_shaped,False,NA,IV,BMI and BMI squared of biological child as instrument for respondent obesity,certain,NA,"For men, medical care costs are Ushaped in BMI, with much higher expenditures for those who are underweight or morbidly obese. For women, medical care costs are J-shaped in BMI with a large increase in medical care costs with BMI among those who are morbidly obese. For both men and women, predicted medical care costs for individuals just over the threshold of obesity are not significantly higher than those of healthy weight individuals. However, costs rise exponentially in the morbidly obese range (BMI ≥ 35), which indicates that the greatest potential savings may come from facilitating weight loss in that group or preventing additional weight gain among obese individuals."
W1154618620,Medicare coverage -> Vigorous physical exercise probability among men,Medicare coverage,Vigorous physical exercise probability among men,direct effect,negative,False,NA,Other,Medicare eligibility at age 65,certain,Other,"Dave and Kaestner (2009) examine changes in health behaviors among those who newly qualify for Medicare and find evidence consistent with moral hazard: controlling for employment status and number of doctor visits, gaining Medicare coverage is associated with a 15.1% point (40%) decrease in the probability that men engage in vigorous physical exercise."
W1154618620,Health insurance coverage -> BMI,Health insurance coverage,BMI,direct effect,positive,False,NA,Other,State Medicaid expansions,tentative,Other,"In contrast, two studies that exploit state Medicaid expansions as natural experiments find evidence that health insurance coverage raises BMI (Kelly and Markowitz, 2009/2010; Bhattacharya et al., 2011)."
W1154618620,Financial rewards for weight loss -> Weight loss,Financial rewards for weight loss,Weight loss,direct effect,ambiguous,False,NA,RCT,Random assignment to financial incentive programs,tentative,NA,"Financial rewards for weight loss have a mixed record of effectiveness (Cawley and Price, 2013; Department of the Treasury, Department of Labor, and Department of Health and Human Services, 2013; Horwitz et al., 2013; Jeffery, 2012). Some studies have found substantial weight loss in such programs. For example, Volpp et al. (2008) find that offering a lottery with an expected daily value of $3 results in an average weight loss of 9.2 pounds relative to the control group after 16 weeks. In contrast, several studies have found no detectable weight loss from rewards that consisted of: $7-14 per percentage point of weight lost (Finkelstein et al., 2007), $100 per month for achieving weight loss goals (Kullgren et al., 2013), or $3-5 per quarter for each percentage point of baseline weight lost (Cawley and Price, 2013)."
W1154618620,Financial incentives for gym attendance -> Gym attendance,Financial incentives for gym attendance,Gym attendance,direct effect,positive,False,p<0.01,RCT,Random assignment to financial incentive treatment groups,certain,NA,Royer et al. (forthcoming) conducted a randomized experiment at a Fortune 500 company in which the treatment group was offered $10 per visit to the company gym for up to 3 visits per week for four weeks and find that the treatment doubled gym attendance. Charness and Gneezy (2009) find that offering university students $100 to visit the gym at least eight times in four weeks more than doubles their weekly gym visits relative to a control group.
W1154618620,Sugar-sweetened beverage tax -> Youth soft drink consumption,Sugar-sweetened beverage tax,Youth soft drink consumption,direct effect,negative,False,NA,Fixed Effects Models,State-level changes in SSB tax rates over time,certain,NA,"Fletcher et al. (2010a,b) estimate models that control for state and year fixed effects using data on adults from the Behavioral Risk Factor Surveillance System for 1990–2006 (when 28 states changed their tax rates on SSBs), and on youths from the National Health and Nutrition Examination Surveys for 1989–2006. For youths, they estimate that a 1% point increase in the tax on SSBs (relative to a mean of 2.7%) decreases youth soft drink consumption by just 6 calories per day. However, that decreased consumption of SSBs is offset by increased consumption of milk, with the result that there is no significant change in total calories consumed."
W1154618620,Sugar-sweetened beverage tax -> Youth total calorie consumption,Sugar-sweetened beverage tax,Youth total calorie consumption,direct effect,null_effect,False,p>0.1,Fixed Effects Models,State-level changes in SSB tax rates over time,certain,NA,"For youths, they estimate that a 1% point increase in the tax on SSBs (relative to a mean of 2.7%) decreases youth soft drink consumption by just 6 calories per day. However, that decreased consumption of SSBs is offset by increased consumption of milk, with the result that there is no significant change in total calories consumed. Not surprisingly, there is no detectable effect of SSB taxes on youth weight (Fletcher et al., 2010a)."
W1154618620,Sugar-sweetened beverage tax -> Youth weight,Sugar-sweetened beverage tax,Youth weight,direct effect,null_effect,False,p>0.1,Fixed Effects Models,State-level changes in SSB tax rates over time,certain,NA,"Not surprisingly, there is no detectable effect of SSB taxes on youth weight (Fletcher et al., 2010a)."
W1154618620,Sugar-sweetened beverage tax -> Adult BMI,Sugar-sweetened beverage tax,Adult BMI,direct effect,negative,False,0.01<=p<0.05,Fixed Effects Models,State-level changes in SSB tax rates over time,certain,NA,"For adults, they find statistically significant but extremely small impacts of SSB taxes on weight; a 1% point (or nearly 50%) increase in the state tax rate on SSBs leads to a decrease in BMI of 0.003 units and a decrease in obesity of 0.01% points (Fletcher et al., 2010b)."
W1154618620,Sugar-sweetened beverage tax -> Adult obesity prevalence,Sugar-sweetened beverage tax,Adult obesity prevalence,direct effect,negative,False,0.01<=p<0.05,Fixed Effects Models,State-level changes in SSB tax rates over time,certain,NA,"For adults, they find statistically significant but extremely small impacts of SSB taxes on weight; a 1% point (or nearly 50%) increase in the state tax rate on SSBs leads to a decrease in BMI of 0.003 units and a decrease in obesity of 0.01% points (Fletcher et al., 2010b)."
W1154618620,Healthy food price subsidy -> Healthier food purchases,Healthy food price subsidy,Healthier food purchases,direct effect,positive,False,0.01<=p<0.05,RCT,Random assignment to 12.5% discount on healthier foods,certain,NA,"Ni Mhurchu et al. (2010) conducted a randomized experiment to estimate the impact of a 12.5% discount on the price of healthier foods on grocery purchases. It was conducted in New Zealand with 1104 shoppers from one retail supermarket chain, and food and beverages were classified as healthier or less healthy using nutrition recommendations from the Heart Foundation. Purchases were tracked using supermarket electronic scanners. At six months, the impact of the discount on purchases of saturated fat, total fat, and sugars were small and statistically insignificant, but the treatment was associated with an 11% increase in purchases of healthier foods, which amounted to an additional 0.79 kg per week, including 0.48 kg/wk more fruit and vegetables."
W1154618620,SNAP healthy food rebate -> Fruit and vegetable consumption,SNAP healthy food rebate,Fruit and vegetable consumption,direct effect,positive,False,p<0.01,RCT,Random assignment to 30% rebate program in SNAP,certain,NA,"The USDA recently conducted a pilot test of a Healthy Incentives Program in SNAP that offered a 30% rebate on each dollar of SNAP benefits spent on targeted fruits and vegetables (they could be fresh, canned, frozen, or dried but without added sugar or fat; white potatoes and fruit juice were also excluded). The rebate was credited to the SNAP Electronic Benefit Transfer card for a maximum of $60 per month, a cap that few households reached. The rebate could be spent on any SNAP-eligible groceries. A randomized controlled experiment involving 55,000 households indicated that the incentives increased consumption of fresh fruits and vegetables by 25%, which equaled 0.22 cups or roughly 3.5 tablespoons per day (USDA, 2013)."
W1154618620,Physical education time -> Physical activity among high school girls,Physical education time,Physical activity among high school girls,direct effect,positive,False,NA,IV,State PE requirements as instrument for PE time,certain,NA,"Cawley et al. (2007) instrument for the amount of time that high school students spend in PE using state PE requirements, while controlling for state socioeconomic characteristics and education spending to reduce the risks of policy endogeneity. IV models, estimated using data from the Youth Risk Behavior Surveillance System, indicate that increasing PE time increases physical activity among high school girls (but not boys) but has no detectable effect on BMI or the probability of obesity for either sex."
W1154618620,Physical education time -> BMI among high school students,Physical education time,BMI among high school students,direct effect,null_effect,False,p>0.1,IV,State PE requirements as instrument for PE time,certain,NA,"Cawley et al. (2007) instrument for the amount of time that high school students spend in PE using state PE requirements, while controlling for state socioeconomic characteristics and education spending to reduce the risks of policy endogeneity. IV models, estimated using data from the Youth Risk Behavior Surveillance System, indicate that increasing PE time increases physical activity among high school girls (but not boys) but has no detectable effect on BMI or the probability of obesity for either sex."
W1154618620,Physical education time -> Obesity probability among fifth graders,Physical education time,Obesity probability among fifth graders,direct effect,negative,False,NA,IV,Variation across states in PE requirements,certain,NA,"A follow-up study (Cawley et al., 2013) estimates the impact of PE for younger children: those in elementary school. IV models that exploit variation across states in PE requirements and that are estimated using data from the Early Childhood Longitudinal Study, Kindergarten Class of 1998–1999 (ECLS-K), indicate that for children in kindergarten, 1st grade, or 3rd grade, PE has no detectable effect on weight. However, before the ECLS-K children reached 5th grade several populous states raised their PE requirements, and in the fifth grade wave the IV model indicates beneficial effects of PE; specifically, an additional 60 min per week of PE reduces the probability of obesity by 4.8% points (22%)."
